"book_name","department","study_level","read_count"
"Grapes of Wrath, The","MATHEMATICS","UNDERGRAD",19
"Grapes of Wrath, The","POLITICAL_SCIENCE","GRAD",19
"Grapes of Wrath, The","POLITICAL_SCIENCE","UNDERGRAD",30
"Grapes of Wrath, The","PSYCHOLOGY","GRAD",25
"Grapes of Wrath, The","PSYCHOLOGY","UNDERGRAD",17
"Grapes of Wrath, The","STATISTICS","GRAD",23
"Grapes of Wrath, The","STATISTICS","UNDERGRAD",27
"Great Indian Novel, The","COMPUTER_SCIENCE","GRAD",21
"Great Indian Novel, The","COMPUTER_SCIENCE","UNDERGRAD",23
"Great Indian Novel, The","DANCE","GRAD",7
"Great Indian Novel, The","DANCE","UNDERGRAD",23
"Great Indian Novel, The","ECONOMICS","GRAD",12
"Great Indian Novel, The","ECONOMICS","UNDERGRAD",18
"Great Indian Novel, The","ENGLISH","GRAD",19
"Great Indian Novel, The","ENGLISH","UNDERGRAD",10
"Great Indian Novel, The","MATHEMATICS","GRAD",20
"Great Indian Novel, The","MATHEMATICS","UNDERGRAD",24
"Great Indian Novel, The","POLITICAL_SCIENCE","GRAD",14
"Great Indian Novel, The","POLITICAL_SCIENCE","UNDERGRAD",21
"Great Indian Novel, The","PSYCHOLOGY","GRAD",18
"Great Indian Novel, The","PSYCHOLOGY","UNDERGRAD",21
"Great Indian Novel, The","STATISTICS","GRAD",27
"Great Indian Novel, The","STATISTICS","UNDERGRAD",26
"Great War for Civilization, The","COMPUTER_SCIENCE","GRAD",30
"Great War for Civilization, The","COMPUTER_SCIENCE","UNDERGRAD",16
"Great War for Civilization, The","DANCE","GRAD",17
"Great War for Civilization, The","DANCE","UNDERGRAD",16
"Great War for Civilization, The","ECONOMICS","GRAD",19
"Great War for Civilization, The","ECONOMICS","UNDERGRAD",21
"Great War for Civilization, The","ENGLISH","GRAD",20
"Great War for Civilization, The","ENGLISH","UNDERGRAD",20
"Great War for Civilization, The","MATHEMATICS","GRAD",22
"Great War for Civilization, The","MATHEMATICS","UNDERGRAD",24
"Great War for Civilization, The","POLITICAL_SCIENCE","GRAD",16
"Great War for Civilization, The","POLITICAL_SCIENCE","UNDERGRAD",26
"Great War for Civilization, The","PSYCHOLOGY","GRAD",25
"Great War for Civilization, The","PSYCHOLOGY","UNDERGRAD",24
"Great War for Civilization, The","STATISTICS","GRAD",27
"Great War for Civilization, The","STATISTICS","UNDERGRAD",19
"Gun Gayin Awadi","COMPUTER_SCIENCE","GRAD",29
"Gun Gayin Awadi","COMPUTER_SCIENCE","UNDERGRAD",19
"Gun Gayin Awadi","DANCE","GRAD",11
"Gun Gayin Awadi","DANCE","UNDERGRAD",19
"Gun Gayin Awadi","ECONOMICS","GRAD",20
"Gun Gayin Awadi","ECONOMICS","UNDERGRAD",18
"Gun Gayin Awadi","ENGLISH","GRAD",20
"Gun Gayin Awadi","ENGLISH","UNDERGRAD",25
"Gun Gayin Awadi","MATHEMATICS","GRAD",22
"Gun Gayin Awadi","MATHEMATICS","UNDERGRAD",20
"Gun Gayin Awadi","POLITICAL_SCIENCE","GRAD",23
"Gun Gayin Awadi","POLITICAL_SCIENCE","UNDERGRAD",24
"Gun Gayin Awadi","PSYCHOLOGY","GRAD",22
"Gun Gayin Awadi","PSYCHOLOGY","UNDERGRAD",23
"Gun Gayin Awadi","STATISTICS","GRAD",23
"Gun Gayin Awadi","STATISTICS","UNDERGRAD",17
"Hafasavnuk","COMPUTER_SCIENCE","GRAD",25
"Hafasavnuk","COMPUTER_SCIENCE","UNDERGRAD",15
"Hafasavnuk","DANCE","GRAD",16
"Hafasavnuk","DANCE","UNDERGRAD",24
"Hafasavnuk","ECONOMICS","GRAD",20
"Hafasavnuk","ECONOMICS","UNDERGRAD",18
"Hafasavnuk","ENGLISH","GRAD",13
"Hafasavnuk","ENGLISH","UNDERGRAD",28
"Hafasavnuk","MATHEMATICS","GRAD",13
"Hafasavnuk","MATHEMATICS","UNDERGRAD",16
"Hafasavnuk","POLITICAL_SCIENCE","GRAD",27
"Hafasavnuk","POLITICAL_SCIENCE","UNDERGRAD",20
"Hafasavnuk","PSYCHOLOGY","GRAD",21
"Hafasavnuk","PSYCHOLOGY","UNDERGRAD",12
"Hafasavnuk","STATISTICS","GRAD",26
"Hafasavnuk","STATISTICS","UNDERGRAD",20
"Half A Life","COMPUTER_SCIENCE","GRAD",25
"Half A Life","COMPUTER_SCIENCE","UNDERGRAD",15
"Half A Life","DANCE","GRAD",11
"Half A Life","DANCE","UNDERGRAD",21
"Half A Life","ECONOMICS","GRAD",19
"Half A Life","ECONOMICS","UNDERGRAD",20
"Half A Life","ENGLISH","GRAD",19
"Half A Life","ENGLISH","UNDERGRAD",18
"Half A Life","MATHEMATICS","GRAD",18
"Half A Life","MATHEMATICS","UNDERGRAD",19
"Half A Life","POLITICAL_SCIENCE","GRAD",27
"Half A Life","POLITICAL_SCIENCE","UNDERGRAD",20
"Half A Life","PSYCHOLOGY","GRAD",18
"Half A Life","PSYCHOLOGY","UNDERGRAD",21
"Half A Life","STATISTICS","GRAD",25
"Half A Life","STATISTICS","UNDERGRAD",17
"Hidden Connections, The","COMPUTER_SCIENCE","GRAD",26
"Hidden Connections, The","COMPUTER_SCIENCE","UNDERGRAD",13
"Hidden Connections, The","DANCE","GRAD",14
"Hidden Connections, The","DANCE","UNDERGRAD",18
"Hidden Connections, The","ECONOMICS","GRAD",18
"Hidden Connections, The","ECONOMICS","UNDERGRAD",22
"Hidden Connections, The","ENGLISH","GRAD",18
"Hidden Connections, The","ENGLISH","UNDERGRAD",27
"Hidden Connections, The","MATHEMATICS","GRAD",19
"Hidden Connections, The","MATHEMATICS","UNDERGRAD",20
"Hidden Connections, The","POLITICAL_SCIENCE","GRAD",18
"Hidden Connections, The","POLITICAL_SCIENCE","UNDERGRAD",24
"Hidden Connections, The","PSYCHOLOGY","GRAD",22
"Hidden Connections, The","PSYCHOLOGY","UNDERGRAD",16
"Hidden Connections, The","STATISTICS","GRAD",28
"Hidden Connections, The","STATISTICS","UNDERGRAD",20
"History of England, Foundation","COMPUTER_SCIENCE","GRAD",24
"History of England, Foundation","COMPUTER_SCIENCE","UNDERGRAD",24
"History of England, Foundation","DANCE","GRAD",20
"History of England, Foundation","DANCE","UNDERGRAD",27
"History of England, Foundation","ECONOMICS","GRAD",21
"History of England, Foundation","ECONOMICS","UNDERGRAD",23
"History of England, Foundation","ENGLISH","GRAD",23
"History of England, Foundation","ENGLISH","UNDERGRAD",15
"History of England, Foundation","MATHEMATICS","GRAD",12
"History of England, Foundation","MATHEMATICS","UNDERGRAD",21
"History of England, Foundation","POLITICAL_SCIENCE","GRAD",20
"History of England, Foundation","POLITICAL_SCIENCE","UNDERGRAD",19
"History of England, Foundation","PSYCHOLOGY","GRAD",28
"History of England, Foundation","PSYCHOLOGY","UNDERGRAD",18
"History of England, Foundation","STATISTICS","GRAD",18
"History of England, Foundation","STATISTICS","UNDERGRAD",22
"History of the DC Universe","COMPUTER_SCIENCE","GRAD",23
"History of the DC Universe","COMPUTER_SCIENCE","UNDERGRAD",21
"History of the DC Universe","DANCE","GRAD",28
"History of the DC Universe","DANCE","UNDERGRAD",19
"History of the DC Universe","ECONOMICS","GRAD",24
"History of the DC Universe","ECONOMICS","UNDERGRAD",22
"History of the DC Universe","ENGLISH","GRAD",23
"History of the DC Universe","ENGLISH","UNDERGRAD",16
"History of the DC Universe","MATHEMATICS","GRAD",14
"History of the DC Universe","MATHEMATICS","UNDERGRAD",22
"History of the DC Universe","POLITICAL_SCIENCE","GRAD",13
"History of the DC Universe","POLITICAL_SCIENCE","UNDERGRAD",24
"History of the DC Universe","PSYCHOLOGY","GRAD",24
"History of the DC Universe","PSYCHOLOGY","UNDERGRAD",27
"History of the DC Universe","STATISTICS","GRAD",19
"History of the DC Universe","STATISTICS","UNDERGRAD",19
"History of Western Philosophy","COMPUTER_SCIENCE","GRAD",34
"History of Western Philosophy","COMPUTER_SCIENCE","UNDERGRAD",13
"History of Western Philosophy","DANCE","GRAD",21
"History of Western Philosophy","DANCE","UNDERGRAD",22
"History of Western Philosophy","ECONOMICS","GRAD",16
"History of Western Philosophy","ECONOMICS","UNDERGRAD",22
"History of Western Philosophy","ENGLISH","GRAD",19
"History of Western Philosophy","ENGLISH","UNDERGRAD",14
"History of Western Philosophy","MATHEMATICS","GRAD",28
"History of Western Philosophy","MATHEMATICS","UNDERGRAD",23
"History of Western Philosophy","POLITICAL_SCIENCE","GRAD",14
"History of Western Philosophy","POLITICAL_SCIENCE","UNDERGRAD",26
"History of Western Philosophy","PSYCHOLOGY","GRAD",23
"History of Western Philosophy","PSYCHOLOGY","UNDERGRAD",18
"History of Western Philosophy","STATISTICS","GRAD",34
"History of Western Philosophy","STATISTICS","UNDERGRAD",19
"How to Think Like Sherlock Holmes","COMPUTER_SCIENCE","GRAD",27
"How to Think Like Sherlock Holmes","COMPUTER_SCIENCE","UNDERGRAD",14
"How to Think Like Sherlock Holmes","DANCE","GRAD",18
"How to Think Like Sherlock Holmes","DANCE","UNDERGRAD",14
"How to Think Like Sherlock Holmes","ECONOMICS","GRAD",21
"How to Think Like Sherlock Holmes","ECONOMICS","UNDERGRAD",22
"How to Think Like Sherlock Holmes","ENGLISH","GRAD",23
"How to Think Like Sherlock Holmes","ENGLISH","UNDERGRAD",16
"How to Think Like Sherlock Holmes","MATHEMATICS","GRAD",19
"How to Think Like Sherlock Holmes","MATHEMATICS","UNDERGRAD",27
"How to Think Like Sherlock Holmes","POLITICAL_SCIENCE","GRAD",17
"How to Think Like Sherlock Holmes","POLITICAL_SCIENCE","UNDERGRAD",27
"How to Think Like Sherlock Holmes","PSYCHOLOGY","GRAD",29
"How to Think Like Sherlock Holmes","PSYCHOLOGY","UNDERGRAD",19
"How to Think Like Sherlock Holmes","STATISTICS","GRAD",22
"How to Think Like Sherlock Holmes","STATISTICS","UNDERGRAD",19
"Hunchback of Notre Dame, The","COMPUTER_SCIENCE","GRAD",23
"Hunchback of Notre Dame, The","COMPUTER_SCIENCE","UNDERGRAD",11
"Hunchback of Notre Dame, The","DANCE","GRAD",9
"Hunchback of Notre Dame, The","DANCE","UNDERGRAD",15
"Hunchback of Notre Dame, The","ECONOMICS","GRAD",18
"Hunchback of Notre Dame, The","ECONOMICS","UNDERGRAD",14
"Hunchback of Notre Dame, The","ENGLISH","GRAD",21
"Hunchback of Notre Dame, The","ENGLISH","UNDERGRAD",15
"Hunchback of Notre Dame, The","MATHEMATICS","GRAD",9
"Hunchback of Notre Dame, The","MATHEMATICS","UNDERGRAD",24
"Hunchback of Notre Dame, The","POLITICAL_SCIENCE","GRAD",27
"Hunchback of Notre Dame, The","POLITICAL_SCIENCE","UNDERGRAD",20
"Hunchback of Notre Dame, The","PSYCHOLOGY","GRAD",16
"Hunchback of Notre Dame, The","PSYCHOLOGY","UNDERGRAD",22
"Hunchback of Notre Dame, The","STATISTICS","GRAD",25
"Hunchback of Notre Dame, The","STATISTICS","UNDERGRAD",16
"Idea of Justice, The","COMPUTER_SCIENCE","GRAD",21
"Idea of Justice, The","COMPUTER_SCIENCE","UNDERGRAD",20
"Idea of Justice, The","DANCE","GRAD",18
"Idea of Justice, The","DANCE","UNDERGRAD",24
"Idea of Justice, The","ECONOMICS","GRAD",21
"Idea of Justice, The","ECONOMICS","UNDERGRAD",15
"Idea of Justice, The","ENGLISH","GRAD",23
"Idea of Justice, The","ENGLISH","UNDERGRAD",24
"Idea of Justice, The","MATHEMATICS","GRAD",20
"Idea of Justice, The","MATHEMATICS","UNDERGRAD",21
"Idea of Justice, The","POLITICAL_SCIENCE","GRAD",11
"Idea of Justice, The","POLITICAL_SCIENCE","UNDERGRAD",27
"Idea of Justice, The","PSYCHOLOGY","GRAD",17
"Idea of Justice, The","PSYCHOLOGY","UNDERGRAD",14
"Idea of Justice, The","STATISTICS","GRAD",16
"Idea of Justice, The","STATISTICS","UNDERGRAD",14
"Identity & Violence","COMPUTER_SCIENCE","GRAD",23
"Identity & Violence","COMPUTER_SCIENCE","UNDERGRAD",18
"Identity & Violence","DANCE","GRAD",20
"Identity & Violence","DANCE","UNDERGRAD",23
"Identity & Violence","ECONOMICS","GRAD",15
"Identity & Violence","ECONOMICS","UNDERGRAD",32
"Identity & Violence","ENGLISH","GRAD",22
"Identity & Violence","ENGLISH","UNDERGRAD",22
"Identity & Violence","MATHEMATICS","GRAD",23
"Identity & Violence","MATHEMATICS","UNDERGRAD",15
"Identity & Violence","POLITICAL_SCIENCE","GRAD",29
"Identity & Violence","POLITICAL_SCIENCE","UNDERGRAD",24
"Identity & Violence","PSYCHOLOGY","GRAD",28
"Identity & Violence","PSYCHOLOGY","UNDERGRAD",27
"Identity & Violence","STATISTICS","GRAD",18
"Identity & Violence","STATISTICS","UNDERGRAD",18
"Idiot, The","COMPUTER_SCIENCE","GRAD",34
"Idiot, The","COMPUTER_SCIENCE","UNDERGRAD",15
"Idiot, The","DANCE","GRAD",13
"Idiot, The","DANCE","UNDERGRAD",19
"Idiot, The","ECONOMICS","GRAD",29
"Idiot, The","ECONOMICS","UNDERGRAD",18
"Idiot, The","ENGLISH","GRAD",20
"Idiot, The","ENGLISH","UNDERGRAD",14
"Idiot, The","MATHEMATICS","GRAD",10
"Idiot, The","MATHEMATICS","UNDERGRAD",23
"Idiot, The","POLITICAL_SCIENCE","GRAD",16
"Idiot, The","POLITICAL_SCIENCE","UNDERGRAD",23
"Idiot, The","PSYCHOLOGY","GRAD",16
"Idiot, The","PSYCHOLOGY","UNDERGRAD",17
"Idiot, The","STATISTICS","GRAD",31
"Idiot, The","STATISTICS","UNDERGRAD",18
"Image Processing & Mathematical Morphology","COMPUTER_SCIENCE","GRAD",28
"Image Processing & Mathematical Morphology","COMPUTER_SCIENCE","UNDERGRAD",24
"Image Processing & Mathematical Morphology","DANCE","GRAD",15
"Image Processing & Mathematical Morphology","DANCE","UNDERGRAD",18
"Image Processing & Mathematical Morphology","ECONOMICS","GRAD",22
"Image Processing & Mathematical Morphology","ECONOMICS","UNDERGRAD",23
"Image Processing & Mathematical Morphology","ENGLISH","GRAD",16
"Image Processing & Mathematical Morphology","ENGLISH","UNDERGRAD",22
"Image Processing & Mathematical Morphology","MATHEMATICS","GRAD",16
"Image Processing & Mathematical Morphology","MATHEMATICS","UNDERGRAD",16
"Image Processing & Mathematical Morphology","POLITICAL_SCIENCE","GRAD",29
"Image Processing & Mathematical Morphology","POLITICAL_SCIENCE","UNDERGRAD",14
"Image Processing & Mathematical Morphology","PSYCHOLOGY","GRAD",23
"Image Processing & Mathematical Morphology","PSYCHOLOGY","UNDERGRAD",24
"Image Processing & Mathematical Morphology","STATISTICS","GRAD",22
"Image Processing & Mathematical Morphology","STATISTICS","UNDERGRAD",16
"Image Processing with MATLAB","COMPUTER_SCIENCE","GRAD",24
"Image Processing with MATLAB","COMPUTER_SCIENCE","UNDERGRAD",22
"Image Processing with MATLAB","DANCE","GRAD",20
"Image Processing with MATLAB","DANCE","UNDERGRAD",16
"Image Processing with MATLAB","ECONOMICS","GRAD",17
"Image Processing with MATLAB","ECONOMICS","UNDERGRAD",20
"Image Processing with MATLAB","ENGLISH","GRAD",22
"Image Processing with MATLAB","ENGLISH","UNDERGRAD",22
"Image Processing with MATLAB","MATHEMATICS","GRAD",21
"Image Processing with MATLAB","MATHEMATICS","UNDERGRAD",29
"Image Processing with MATLAB","POLITICAL_SCIENCE","GRAD",23
"Image Processing with MATLAB","POLITICAL_SCIENCE","UNDERGRAD",35
"Image Processing with MATLAB","PSYCHOLOGY","GRAD",19
"Image Processing with MATLAB","PSYCHOLOGY","UNDERGRAD",26
"Image Processing with MATLAB","STATISTICS","GRAD",22
"Image Processing with MATLAB","STATISTICS","UNDERGRAD",19
"In a Free State","COMPUTER_SCIENCE","GRAD",27
"In a Free State","COMPUTER_SCIENCE","UNDERGRAD",25
"In a Free State","DANCE","GRAD",18
"In a Free State","DANCE","UNDERGRAD",28
"In a Free State","ECONOMICS","GRAD",18
"In a Free State","ECONOMICS","UNDERGRAD",17
"In a Free State","ENGLISH","GRAD",17
"In a Free State","ENGLISH","UNDERGRAD",15
"In a Free State","MATHEMATICS","GRAD",15
"In a Free State","MATHEMATICS","UNDERGRAD",16
"In a Free State","POLITICAL_SCIENCE","GRAD",15
"In a Free State","POLITICAL_SCIENCE","UNDERGRAD",19
"In a Free State","PSYCHOLOGY","GRAD",21
"In a Free State","PSYCHOLOGY","UNDERGRAD",16
"In a Free State","STATISTICS","GRAD",25
"In a Free State","STATISTICS","UNDERGRAD",11
"India from Midnight to Milennium","COMPUTER_SCIENCE","GRAD",23
"India from Midnight to Milennium","COMPUTER_SCIENCE","UNDERGRAD",13
"India from Midnight to Milennium","DANCE","GRAD",15
"India from Midnight to Milennium","DANCE","UNDERGRAD",20
"India from Midnight to Milennium","ECONOMICS","GRAD",12
"India from Midnight to Milennium","ECONOMICS","UNDERGRAD",20
"India from Midnight to Milennium","ENGLISH","GRAD",17
"India from Midnight to Milennium","ENGLISH","UNDERGRAD",23
"India from Midnight to Milennium","MATHEMATICS","GRAD",20
"India from Midnight to Milennium","MATHEMATICS","UNDERGRAD",14
"India from Midnight to Milennium","POLITICAL_SCIENCE","GRAD",20
"India from Midnight to Milennium","POLITICAL_SCIENCE","UNDERGRAD",23
"India from Midnight to Milennium","PSYCHOLOGY","GRAD",26
"India from Midnight to Milennium","PSYCHOLOGY","UNDERGRAD",32
"India from Midnight to Milennium","STATISTICS","GRAD",24
"India from Midnight to Milennium","STATISTICS","UNDERGRAD",24
"India's Legal System","COMPUTER_SCIENCE","GRAD",32
"India's Legal System","COMPUTER_SCIENCE","UNDERGRAD",25
"India's Legal System","DANCE","GRAD",18
"India's Legal System","DANCE","UNDERGRAD",17
"India's Legal System","ECONOMICS","GRAD",25
"India's Legal System","ECONOMICS","UNDERGRAD",25
"India's Legal System","ENGLISH","GRAD",20
"India's Legal System","ENGLISH","UNDERGRAD",17
"India's Legal System","MATHEMATICS","GRAD",14
"India's Legal System","MATHEMATICS","UNDERGRAD",28
"India's Legal System","POLITICAL_SCIENCE","GRAD",24
"India's Legal System","POLITICAL_SCIENCE","UNDERGRAD",25
"India's Legal System","PSYCHOLOGY","GRAD",20
"India's Legal System","PSYCHOLOGY","UNDERGRAD",18
"India's Legal System","STATISTICS","GRAD",30
"India's Legal System","STATISTICS","UNDERGRAD",14
"Information, The","COMPUTER_SCIENCE","GRAD",26
"Information, The","COMPUTER_SCIENCE","UNDERGRAD",12
"Information, The","DANCE","GRAD",16
"Information, The","DANCE","UNDERGRAD",31
"Information, The","ECONOMICS","GRAD",20
"Information, The","ECONOMICS","UNDERGRAD",17
"Information, The","ENGLISH","GRAD",21
"Information, The","ENGLISH","UNDERGRAD",15
"Information, The","MATHEMATICS","GRAD",10
"Information, The","MATHEMATICS","UNDERGRAD",23
"Information, The","POLITICAL_SCIENCE","GRAD",19
"Information, The","POLITICAL_SCIENCE","UNDERGRAD",16
"Information, The","PSYCHOLOGY","GRAD",19
"Information, The","PSYCHOLOGY","UNDERGRAD",23
"Information, The","STATISTICS","GRAD",28
"Information, The","STATISTICS","UNDERGRAD",19
"Integration of the Indian States","COMPUTER_SCIENCE","GRAD",30
"Integration of the Indian States","COMPUTER_SCIENCE","UNDERGRAD",15
"Integration of the Indian States","DANCE","GRAD",18
"Integration of the Indian States","DANCE","UNDERGRAD",24
"Integration of the Indian States","ECONOMICS","GRAD",35
"Integration of the Indian States","ECONOMICS","UNDERGRAD",24
"Integration of the Indian States","ENGLISH","GRAD",16
"Integration of the Indian States","ENGLISH","UNDERGRAD",20
"Integration of the Indian States","MATHEMATICS","GRAD",22
"Integration of the Indian States","MATHEMATICS","UNDERGRAD",22
"Integration of the Indian States","POLITICAL_SCIENCE","GRAD",19
"Integration of the Indian States","POLITICAL_SCIENCE","UNDERGRAD",20
"Integration of the Indian States","PSYCHOLOGY","GRAD",19
"Integration of the Indian States","PSYCHOLOGY","UNDERGRAD",26
"Integration of the Indian States","STATISTICS","GRAD",24
"Integration of the Indian States","STATISTICS","UNDERGRAD",17
"Introduction to Algorithms","COMPUTER_SCIENCE","GRAD",22
"Introduction to Algorithms","COMPUTER_SCIENCE","UNDERGRAD",13
"Introduction to Algorithms","DANCE","GRAD",14
"Introduction to Algorithms","DANCE","UNDERGRAD",21
"Introduction to Algorithms","ECONOMICS","GRAD",30
"Introduction to Algorithms","ECONOMICS","UNDERGRAD",18
"Introduction to Algorithms","ENGLISH","GRAD",11
"Introduction to Algorithms","ENGLISH","UNDERGRAD",17
"Introduction to Algorithms","MATHEMATICS","GRAD",14
"Introduction to Algorithms","MATHEMATICS","UNDERGRAD",14
"Introduction to Algorithms","POLITICAL_SCIENCE","GRAD",22
"Introduction to Algorithms","POLITICAL_SCIENCE","UNDERGRAD",21
"Introduction to Algorithms","PSYCHOLOGY","GRAD",19
"Introduction to Algorithms","PSYCHOLOGY","UNDERGRAD",22
"Introduction to Algorithms","STATISTICS","GRAD",18
"Introduction to Algorithms","STATISTICS","UNDERGRAD",24
"Jim Corbett Omnibus","COMPUTER_SCIENCE","GRAD",24
"Jim Corbett Omnibus","COMPUTER_SCIENCE","UNDERGRAD",13
"Jim Corbett Omnibus","DANCE","GRAD",26
"Jim Corbett Omnibus","DANCE","UNDERGRAD",24
"Jim Corbett Omnibus","ECONOMICS","GRAD",16
"Jim Corbett Omnibus","ECONOMICS","UNDERGRAD",16
"Jim Corbett Omnibus","ENGLISH","GRAD",23
"Jim Corbett Omnibus","ENGLISH","UNDERGRAD",10
"Jim Corbett Omnibus","MATHEMATICS","GRAD",32
"Jim Corbett Omnibus","MATHEMATICS","UNDERGRAD",18
"Jim Corbett Omnibus","POLITICAL_SCIENCE","GRAD",23
"Jim Corbett Omnibus","POLITICAL_SCIENCE","UNDERGRAD",26
"Jim Corbett Omnibus","PSYCHOLOGY","GRAD",21
"Jim Corbett Omnibus","PSYCHOLOGY","UNDERGRAD",21
"Jim Corbett Omnibus","STATISTICS","GRAD",25
"Jim Corbett Omnibus","STATISTICS","UNDERGRAD",16
"Journal of a Novel","COMPUTER_SCIENCE","GRAD",31
"Journal of a Novel","COMPUTER_SCIENCE","UNDERGRAD",13
"Journal of a Novel","DANCE","GRAD",13
"Journal of a Novel","DANCE","UNDERGRAD",25
"Journal of a Novel","ECONOMICS","GRAD",28
"Journal of a Novel","ECONOMICS","UNDERGRAD",21
"Journal of a Novel","ENGLISH","GRAD",17
"Journal of a Novel","ENGLISH","UNDERGRAD",26
"Journal of a Novel","MATHEMATICS","GRAD",22
"Journal of a Novel","MATHEMATICS","UNDERGRAD",31
"Journal of a Novel","POLITICAL_SCIENCE","GRAD",19
"Journal of a Novel","POLITICAL_SCIENCE","UNDERGRAD",35
"Journal of a Novel","PSYCHOLOGY","GRAD",25
"Journal of a Novel","PSYCHOLOGY","UNDERGRAD",24
"Journal of a Novel","STATISTICS","GRAD",25
"Journal of a Novel","STATISTICS","UNDERGRAD",21
"Journal of Economics, vol 106 No 3","COMPUTER_SCIENCE","GRAD",18
"Journal of Economics, vol 106 No 3","COMPUTER_SCIENCE","UNDERGRAD",16
"Journal of Economics, vol 106 No 3","DANCE","GRAD",13
"Journal of Economics, vol 106 No 3","DANCE","UNDERGRAD",28
"Journal of Economics, vol 106 No 3","ECONOMICS","GRAD",22
"Journal of Economics, vol 106 No 3","ECONOMICS","UNDERGRAD",24
"Journal of Economics, vol 106 No 3","ENGLISH","GRAD",21
"Journal of Economics, vol 106 No 3","ENGLISH","UNDERGRAD",13
"Journal of Economics, vol 106 No 3","MATHEMATICS","GRAD",29
"Journal of Economics, vol 106 No 3","MATHEMATICS","UNDERGRAD",22
"Journal of Economics, vol 106 No 3","POLITICAL_SCIENCE","GRAD",21
"Journal of Economics, vol 106 No 3","POLITICAL_SCIENCE","UNDERGRAD",25
"Journal of Economics, vol 106 No 3","PSYCHOLOGY","GRAD",26
"Journal of Economics, vol 106 No 3","PSYCHOLOGY","UNDERGRAD",19
"Journal of Economics, vol 106 No 3","STATISTICS","GRAD",24
"Journal of Economics, vol 106 No 3","STATISTICS","UNDERGRAD",13
"Judge, The","COMPUTER_SCIENCE","GRAD",18
"Judge, The","COMPUTER_SCIENCE","UNDERGRAD",21
"Judge, The","DANCE","GRAD",18
"Judge, The","DANCE","UNDERGRAD",24
"Judge, The","ECONOMICS","GRAD",23
"Judge, The","ECONOMICS","UNDERGRAD",14
"Judge, The","ENGLISH","GRAD",28
"Judge, The","ENGLISH","UNDERGRAD",17
"Judge, The","MATHEMATICS","GRAD",21
"Judge, The","MATHEMATICS","UNDERGRAD",24
"Judge, The","POLITICAL_SCIENCE","GRAD",22
"Judge, The","POLITICAL_SCIENCE","UNDERGRAD",15
"Judge, The","PSYCHOLOGY","GRAD",23
"Judge, The","PSYCHOLOGY","UNDERGRAD",28
"Judge, The","STATISTICS","GRAD",27
"Judge, The","STATISTICS","UNDERGRAD",19
"Jurassic Park","COMPUTER_SCIENCE","GRAD",36
"Jurassic Park","COMPUTER_SCIENCE","UNDERGRAD",14
"Jurassic Park","DANCE","GRAD",14
"Jurassic Park","DANCE","UNDERGRAD",18
"Jurassic Park","ECONOMICS","GRAD",21
"Jurassic Park","ECONOMICS","UNDERGRAD",20
"Jurassic Park","ENGLISH","GRAD",22
"Jurassic Park","ENGLISH","UNDERGRAD",25
"Jurassic Park","MATHEMATICS","GRAD",21
"Jurassic Park","MATHEMATICS","UNDERGRAD",28
"Jurassic Park","POLITICAL_SCIENCE","GRAD",23
"Jurassic Park","POLITICAL_SCIENCE","UNDERGRAD",23
"Jurassic Park","PSYCHOLOGY","GRAD",26
"Jurassic Park","PSYCHOLOGY","UNDERGRAD",16
"Jurassic Park","STATISTICS","GRAD",19
"Jurassic Park","STATISTICS","UNDERGRAD",23
"Justice, Judiciary and Democracy","COMPUTER_SCIENCE","GRAD",30
"Justice, Judiciary and Democracy","COMPUTER_SCIENCE","UNDERGRAD",19
"Justice, Judiciary and Democracy","DANCE","GRAD",19
"Justice, Judiciary and Democracy","DANCE","UNDERGRAD",28
"Justice, Judiciary and Democracy","ECONOMICS","GRAD",15
"Justice, Judiciary and Democracy","ECONOMICS","UNDERGRAD",19
"Justice, Judiciary and Democracy","ENGLISH","GRAD",18
"Justice, Judiciary and Democracy","ENGLISH","UNDERGRAD",23
"Justice, Judiciary and Democracy","MATHEMATICS","GRAD",19
"Justice, Judiciary and Democracy","MATHEMATICS","UNDERGRAD",26
"Justice, Judiciary and Democracy","POLITICAL_SCIENCE","GRAD",17
"Justice, Judiciary and Democracy","POLITICAL_SCIENCE","UNDERGRAD",27
"Justice, Judiciary and Democracy","PSYCHOLOGY","GRAD",31
"Justice, Judiciary and Democracy","PSYCHOLOGY","UNDERGRAD",22
"Justice, Judiciary and Democracy","STATISTICS","GRAD",28
"Justice, Judiciary and Democracy","STATISTICS","UNDERGRAD",18
"Justice League: The Villain's Journey","COMPUTER_SCIENCE","GRAD",17
"Justice League: The Villain's Journey","COMPUTER_SCIENCE","UNDERGRAD",25
"Justice League: The Villain's Journey","DANCE","GRAD",21
"Justice League: The Villain's Journey","DANCE","UNDERGRAD",17
"Justice League: The Villain's Journey","ECONOMICS","GRAD",20
"Justice League: The Villain's Journey","ECONOMICS","UNDERGRAD",22
"Justice League: The Villain's Journey","ENGLISH","GRAD",24
"Justice League: The Villain's Journey","ENGLISH","UNDERGRAD",26
"Justice League: The Villain's Journey","MATHEMATICS","GRAD",14
"Justice League: The Villain's Journey","MATHEMATICS","UNDERGRAD",31
"Justice League: The Villain's Journey","POLITICAL_SCIENCE","GRAD",26
"Justice League: The Villain's Journey","POLITICAL_SCIENCE","UNDERGRAD",25
"Justice League: The Villain's Journey","PSYCHOLOGY","GRAD",14
